"Year","Month","Temperature","ApparentTemp","Humidity","WindSpeed","WindBearing","Visibility","Pressure"
2006,1,-1.67428315412186,-4.17081839904421,0.834650537634409,8.90206653225806,160.77688172043,7.90098844086022,1021.19350806452
2006,2,-0.0612847222222222,-2.98613591269841,0.843392857142857,10.958278125,197.891369047619,7.42121354166667,995.210788690476
2006,3,4.53346792283535,1.94027216988186,0.778654104979812,14.4167157469717,195.061911170929,9.57722476446837,976.372732166891
2006,4,12.6258719135802,12.0838194444444,0.729527777777778,10.9268016666667,192.156944444444,10.6267602777778,1013.49647222222
2006,5,15.6653151135006,15.5556003584229,0.720967741935484,10.2018385752688,208.958333333333,11.7480661290323,1016.62465053763
2006,6,19.3269907407407,19.5067438271605,0.746972222222222,8.82879277777778,193.498611111111,11.6004077777778,1015.02941666667
2006,7,23.5806078255675,23.5872909199522,0.656384408602151,7.200725,177.581989247312,11.4258497311828,990.762244623656
2006,8,19.494280167264,19.5437948028674,0.761129032258064,9.58341680107527,232.356182795699,11.5353254032258,937.778534946237
2006,9,18.169012345679,18.1568518518519,0.688930555555556,9.97929430555556,161.747222222222,10.7966823611111,905.320402777778
2006,10,12.8636912751678,12.4235645041014,0.734107382550336,9.37166953020134,175.711409395973,10.7095687248322,1015.26569127517
2006,11,7.12998456790123,5.31665895061728,0.812513888888889,12.7446034722222,201.209722222222,8.41459791666667,996.861513888889
2006,12,2.22792712066906,0.120333034647551,0.905336021505376,9.3006497311828,175.733870967742,5.19025913978495,1025.53912634409
2007,1,4.87208781362007,2.38604390681004,0.813588709677419,14.2017797043011,225.185483870968,10.2982870967742,1007.60702956989
2007,2,4.86488095238095,2.625,0.815193452380952,12.4796322916667,199.41369047619,9.53836354166667,1010.73808035714
2007,3,8.44500523403619,7.18265290862868,0.713633916554509,12.3218955585464,176.939434724092,11.0125950201884,1001.32853297443
2007,4,12.3452777777778,11.8853472222222,0.536916666666667,9.94020708333333,182.219444444444,11.9598179166667,1009.76180555556
2007,5,17.5415770609319,17.4394937275986,0.652715053763441,10.1347552419355,191.737903225806,11.4473163978495,1009.05091397849
2007,6,21.9607098765432,21.8761882716049,0.616888888888889,8.51171222222222,190.766666666667,11.6566906944444,1000.18166666667
2007,7,23.7073999402628,23.3509184587814,0.491532258064516,11.1181536290323,226.283602150538,11.9481908602151,1012.11501344086
2007,8,23.2440038829152,23.0693025686977,0.562822580645161,10.2865799731183,195.047043010753,12.1028071236559,1007.78284946237
2007,9,14.5403395061728,14.3447762345679,0.682083333333333,10.5680623611111,217.330555555556,10.9162472222222,1017.61815277778
2007,10,10.4699552572707,9.67038031319911,0.74103355704698,9.20550456375839,151.232214765101,9.55317812080537,919.053919463087
2007,11,3.86386574074074,1.23752314814815,0.801361111111111,12.998335,207.290277777778,8.75081958333333,1001.45065277778
2007,12,-0.804047192353644,-2.96571087216248,0.85625,8.26096626344086,167.213709677419,5.68500954301075,1024.70935483871
2008,1,0.821624850657109,-2.0757243130227,0.819569892473118,12.2311959677419,175.610215053763,7.3045310483871,1021.19413978495
2008,2,4.07715517241379,1.90396711366539,0.682859195402299,11.7068975574713,210.426724137931,9.60860028735632,1016.19112068966
2008,3,7.11450575743981,5.00806041573202,0.668479138627187,14.6434592193809,207.281292059219,11.0668323014805,1004.62475100942
2008,4,11.783950617284,11.1593827160494,0.692958333333333,11.6320934722222,193.366666666667,11.0996306944444,1004.01538888889
2008,5,17.1926075268817,17.0989695340502,0.663145161290323,9.69343346774194,159.979838709677,11.4525315860215,1009.49560483871
2008,6,21.5351080246914,21.5115586419753,0.679625,8.80057305555556,195.651388888889,11.0190859722222,1013.20026388889
2008,7,21.8926597968937,21.7618802270012,0.616491935483871,11.4827190860215,220.286290322581,11.6669818548387,1009.54302419355
2008,8,22.6529719235364,22.4549283154122,0.552231182795699,10.4118310483871,211.938172043011,11.8336081989247,1007.49298387097
2008,9,15.8036882716049,15.5065354938272,0.689986111111111,9.05839666666667,185.419444444444,10.4767172222222,1016.83934722222
2008,10,12.6036316181954,12.2442654735272,0.754080536912752,9.43896536912752,199.347651006711,9.34100389261745,969.779382550336
2008,11,7.1837037037037,5.42758487654321,0.766763888888889,12.7071486111111,181.519444444444,9.66970472222222,1000.24338888889
2008,12,2.99899193548387,0.339784946236559,0.828145161290323,13.7757139784946,185.533602150538,8.66463481182796,1020.89547043011
2009,1,-1.17374551971326,-3.6773596176822,0.86758064516129,9.72396720430108,161.811827956989,5.96115483870968,1015.82049731183
2009,2,1.83382936507937,-1.64537037037037,0.821160714285714,14.7993020833333,213.026785714286,9.65944895833333,1006.13416666667
2009,3,6.66451323463436,4.25868102288022,0.696877523553163,16.8747502018843,213.64064602961,11.1732916554509,963.639892328398
2009,4,14.5607021604938,14.2686188271605,0.567805555555556,11.4466304166667,135.879166666667,11.5774876388889,1011.67286111111
2009,5,17.8640307646356,17.6991711469534,0.596868279569893,11.0328928763441,185.254032258065,11.8581693548387,1014.90272849462
2009,6,19.6171450617284,19.498549382716,0.675680555555556,9.95957180555556,210.209722222222,10.71294,1007.73058333333
2009,7,23.1615740740741,23.0841472520908,0.600887096774194,9.80068024193548,203.895161290323,11.6668087365591,1009.33358870968
2009,8,23.0295773596177,22.814366786141,0.596895161290323,9.1243936827957,180.17876344086,11.7353202956989,989.76001344086
2009,9,19.3958950617284,19.3269830246914,0.596722222222222,9.73037041666667,140.713888888889,11.7111847222222,1014.65665277778
2009,10,11.4768158090977,10.4501043997017,0.76351677852349,11.9369073825503,186.963758389262,9.85600939597315,1011.35491275168
2009,11,7.56289351851852,6.16179012345679,0.865722222222222,10.4378759722222,166.315277777778,6.51231583333333,1014.37704166667
2009,12,2.59466845878136,-0.163231780167264,0.844206989247312,13.3858516129032,169.030913978495,7.57738709677419,973.424798387097
2010,1,-1.31843637992832,-4.30829599761051,0.875981182795699,10.5896235215054,168.344086021505,5.64731303763441,1015.02202956989
2010,2,1.43454861111111,-1.67911706349206,0.851845238095238,13.041359375,186.160714285714,7.00850729166667,1008.86755952381
2010,3,6.7043068640646,4.58730372364289,0.669771197846568,14.6207068640646,201.399730820996,10.6357293405114,1018.29524899058
2010,4,12.1716049382716,11.6112037037037,0.707277777777778,11.1531184722222,181.872222222222,10.43602,1016.38276388889
2010,5,16.6956541218638,16.4190113500597,0.772486559139785,12.2191209677419,211.936827956989,10.7771971774194,943.473655913979
2010,6,20.1935030864198,20.3137345679012,0.77875,10.5218866666667,194.929166666667,10.6644611111111,1011.23872222222
2010,7,23.1553539426523,23.7038829151732,0.75497311827957,8.72167728494624,211.815860215054,10.9189594086022,1012.87090053763
2010,8,21.6708550347222,21.9254050925926,0.742864583333333,8.28573502604167,207.493489583333,11.0529854166667,1014.17213541667
2010,9,15.6144830246914,15.5694907407407,0.826847222222222,9.47612458333333,198.730555555556,9.13046652777778,1012.95793055556
2010,10,8.82552572706935,8.01543624161074,0.815825503355705,9.21354375838926,180.715436241611,8.70856563758389,1003.56386577181
2010,11,8.62221450617284,7.44341049382716,0.858416666666667,11.1536104166667,163.105555555556,8.02772833333333,1005.79861111111
2010,12,-0.250246415770609,-3.47450716845878,0.913602150537634,13.4256904569892,196.309139784946,6.4710314516129,996.084784946237
2011,1,0.160976702508961,-2.19038978494624,0.922029569892473,9.68936518817204,161.051075268817,5.96072204301075,1021.89830645161
2011,2,-0.161772486772487,-2.85291832010582,0.854136904761905,10.2091729166667,173.52380952381,6.61765104166667,1018.1249702381
2011,3,5.90361148497084,4.57239419769702,0.782759084791386,9.5503336473755,172.343203230148,8.65952476446837,1003.96594885599
2011,4,13.3630941358025,12.9634259259259,0.592111111111111,12.7826397222222,197.509722222222,11.3900120833333,993.848013888889
2011,5,16.8512246117085,16.6347968936679,0.687956989247312,10.4511505376344,181.396505376344,11.3061168010753,1016.41788978495
2011,6,21.1535339506173,21.1553472222222,0.677347222222222,10.8556709722222,220.397222222222,11.7026875,1011.66551388889
2011,7,21.5695863201912,21.6419877538829,0.70744623655914,9.87970873655914,210.106182795699,11.3228010752688,1010.72821236559
2011,8,22.946901135006,22.8766801075269,0.631666666666667,8.57766451612903,199.740591397849,11.5780206989247,1011.00716397849
2011,9,20.0344212962963,19.9068981481481,0.611305555555556,8.90401555555556,204.525,11.53424125,1014.52694444444
2011,10,10.3019537658464,9.42222222222222,0.701704697986577,10.3475456375839,191.284563758389,10.7478629530201,1021.13628187919
2011,11,2.48206018518519,1.37228395061728,0.800472222222222,6.87183777777778,156.413888888889,5.51831972222222,1027.97841666667
2011,12,2.90376344086022,0.623222819593787,0.86633064516129,10.6832805107527,202.952956989247,7.54285,1018.98833333333
2012,1,1.14121117084827,-1.96125298685783,0.79758064516129,12.7030731182796,217.213709677419,9.77365215053764,1018.94438172043
2012,2,-5.14842752234994,-8.82921455938697,0.762744252873563,11.5698393678161,188.060344827586,7.15085201149425,1022.42620689655
2012,3,7.80818005084492,6.58596530581726,0.536648721399731,11.5722812920592,197.633916554509,11.5351841184388,1018.51693135935
2012,4,12.565625,11.7474845679012,0.650152777777778,12.8762880555556,190.634722222222,11.2104076388889,1003.91101388889
2012,5,17.1633064516129,16.9896206690562,0.672190860215054,10.7309529569892,170.006720430108,11.8436923387097,981.391330645161
2012,6,22.1909953703704,22.139012345679,0.622736111111111,10.3980061111111,194.415277777778,11.8962005555556,904.278625
2012,7,24.5702658303465,24.5353494623656,0.580618279569892,10.9446241935484,183.248655913978,11.5899442204301,990.84936827957
2012,8,23.6646430704898,23.3739396654719,0.500913978494624,9.23798091397849,193.766129032258,11.8658081989247,989.852311827957
2012,9,19.5022453703704,19.3182330246914,0.602375,10.6092515277778,194.580555555556,11.6722763888889,1015.75631944444
2012,10,12.1063310961969,11.4652125279642,0.794201342281879,10.4213895302013,190.138255033557,9.81181543624161,1015.27711409396
2012,11,7.91065586419753,6.6076774691358,0.871138888888889,11.6720751388889,152.022222222222,8.64713111111111,1018.05441666667
2012,12,-0.286790621266428,-3.66305256869773,0.886706989247312,12.4760717741935,180.752688172043,7.21907553763441,1012.54745967742
2013,1,1.16492682198327,-1.77567204301075,0.883306451612903,12.5936623655914,187.299731182796,8.20137029569893,997.585295698925
2013,2,3.12144510582011,0.41937003968254,0.869107142857143,12.1176697916667,190.635416666667,8.94920416666667,921.667410714286
2013,3,4.58509795124869,1.96601615074024,0.810174966352625,14.4476156123822,174.294751009421,9.52948815612382,988.1333512786
2013,4,12.9639737654321,11.9832947530864,0.678194444444444,11.3847125,174.009722222222,11.0052444444444,1015.68802777778
2013,5,17.2985364396655,17.234057646356,0.734395161290323,11.5726323924731,186.581989247312,11.6301076612903,1010.99545698925
2013,6,20.1150154320988,20.3352160493827,0.762486111111111,8.85674416666667,228.588888888889,11.6016823611111,1012.62801388889
2013,7,22.5541069295102,22.525171744325,0.636290322580645,9.33501370967742,205.938172043011,12.023086155914,1016.77826612903
